id,name,tagline,first_brewed,description,image_url,abv,ibu,ebc,srm,ph,ingredients,food_pairing,contributed_by,malts,hops,yeast
292,Hello My Name Is Maria,Mandarin Infused Double IPA.,2017,"Brewed exclusively for the Spanish market, this Hello My Name brew features a twist of flavour inspired by Spain.",,8.2,70.0,15.0,8.0,4.4,"Pale Ale, Caramalt Simcoe, Chinook, Simcoe, Citra, Chinook, Simcoe, Centennial, Mandarin Segements Wyeast 1272 - American Ale II™","Stir-fried chicken, Chocolate mousse, Orange polenta cake",John Jenkman,"Pale Ale, Caramalt","Simcoe, Chinook, Simcoe, Citra, Chinook, Simcoe, Centennial, Mandarin Segements",Wyeast 1272 - American Ale II™
293,I Wanna Be Your Dog,Omnipollo X BrewDog - Barrel Aged Imperial Stout.,2017,"A collaboration with Omnipollo, known for their uncanny ability to repilcate dessert flavours in indulgent beers. This caramel and pecan flavoured imperial stout has been barrel aged for almost a year in whisky casks, to add an extra level of depth to the pecan mud pie concept.",,12.0,55.0,600.0,305.0,4.1,"Extra Pale, Caramalt, Chocolate, Flaked Oats, Extra Dark Crystal, Brown, Dextrin Malt, Double Roasted Crystal, Amber Magnum, American Oak Chips Medium Toast soaked in Speyside Whisky, American Oak Chips Heavy Toast soaked in Speyside Whisky Wyeast 1056 - American Ale™","Pecan muffins with chocolate ganache, Salted caramels, Hazelnut truffles",John Jenkman,"Extra Pale, Caramalt, Chocolate, Flaked Oats, Extra Dark Crystal, Brown, Dextrin Malt, Double Roasted Crystal, Amber","Magnum, American Oak Chips Medium Toast soaked in Speyside Whisky, American Oak Chips Heavy Toast soaked in Speyside Whisky",Wyeast 1056 - American Ale™
294,Opaque Jake,Vermont IPA.,2017,"Our first single-hop Vermont IPA; all the flavour in this beer comes from a combination of Citra's naturally complex flavour profile, the yeast-produced esters, and the biotransformation of the hop oils by its contact with the yeast.",https://images.punkapi.com/v2/keg.png,7.2,20.0,20.0,10.0,4.4,"Pale Ale, Flaked Oats, Wheat Citra, Citra, Citra Wyeast 1056 - American Ale™","Steak, Chicken korma, Lobster salad",John Jenkman,"Pale Ale, Flaked Oats, Wheat","Citra, Citra, Citra",Wyeast 1056 - American Ale™
295,Choco Libre,Mexican Hot Chocolate Imperial Stout.,2017,"This one-off brew showcases the flavours of a Mexican spiced hot chocolate, infused with an imperial stout.",,9.0,25.0,190.0,96.0,4.2,"Pale Ale, Medium Crystal, Munich, Flaked Oats, Brown, Chocolate Wheat, Carafa Special Malt Type 1 Galena, Cinnamon Powder, Cocoa Nibs, Vanilla Extract, Ground Coffee, Habenero Powder Wyeast 1056 - American Ale™","Habanero pulled pork, Gouda cheese, Dark chocolate and coffee torte",John Jenkman,"Pale Ale, Medium Crystal, Munich, Flaked Oats, Brown, Chocolate Wheat, Carafa Special Malt Type 1","Galena, Cinnamon Powder, Cocoa Nibs, Vanilla Extract, Ground Coffee, Habenero Powder",Wyeast 1056 - American Ale™
296,Off-Duty Alien,Citrus IPA,2018,"Off-Duty Alien is a citrus IPA, brewed with blood orange and grapefruit to enhance the citurs characteristics of the hops.",https://images.punkapi.com/v2/keg.png,6.5,50.0,20.0,10.0,4.4,"Pale Ale, Caramalt, Bitter Orange, Sweet Orange Peel, Grapefruit Peel Magnum, Simcoe, Amarillo, Simcoe, Amarillo, Citra, Mosaic, Simcoe, Amarillo, Citra Wyeast 1056 - American Ale™","Roasted halibut with grapefruit salsa, Butternut squash bisque, +80% Dark chocolate",John Jenkman,"Pale Ale, Caramalt, Bitter Orange, Sweet Orange Peel, Grapefruit Peel","Magnum, Simcoe, Amarillo, Simcoe, Amarillo, Citra, Mosaic, Simcoe, Amarillo, Citra",Wyeast 1056 - American Ale™
297,East Of Vermont,Mango & Peach Milkshake Vermont IPA.,2018,A Vermont IPA with fruit and milk sugars added - recreating fruity milkshake character in an IPA.,https://images.punkapi.com/v2/keg.png,7.8,15.0,20.0,10.0,4.4,"Pale Ale, Wheat, Flaked Oats Mosaic, Citra, Peach Concentrate, Mango Concentrate, Milk Sugars Wyeast 1056 - American Ale™","Thai sweet potato and carrot soup, Carrot cake, Peaches and cream",John Jenkman,"Pale Ale, Wheat, Flaked Oats","Mosaic, Citra, Peach Concentrate, Mango Concentrate, Milk Sugars",Wyeast 1056 - American Ale™
298,Declassified Demi-God,Barrel-Aged Imperial Milk Stout.,2018,"An exclusive barrel-aged blend, brought together to reward investors on Equity for Punks USA; two imperial stouts aged in grain whisky barrels for over a year.",,14.1,70.0,90.0,46.0,4.1,"Extra Pale, Flaked Oats, Chocolate, Roasted Barley, Caramalt, Smoked Malt, Dark Crystal Nelson Sauvin, Columbus, Sorachi Ace, Centennial, Nelson Sauvin, Sorachi Ace, Centennial, Nelson Sauvin Wyeast 1272 - American Ale II™","Mole Mexican chilli beef, BBQ pit beans, Chocolate ganache",John Jenkman,"Extra Pale, Flaked Oats, Chocolate, Roasted Barley, Caramalt, Smoked Malt, Dark Crystal","Nelson Sauvin, Columbus, Sorachi Ace, Centennial, Nelson Sauvin, Sorachi Ace, Centennial, Nelson Sauvin",Wyeast 1272 - American Ale II™
299,Raspberry Popsicle Parade,Raspberry Berliner Weisse.,2018,"A draft-only kettle-soured raspberry ale, brewed to just 0.5% ABV, using our knowledge from brewing both Blitz and Nanny State. Aromas of fresh raspberry juice, soft red berries, and a blast of lemon zest, with a juicy palate encompassing zingy acidity and the smooth velvety note of oats, rounding out this low-ABV juicebox.",https://images.punkapi.com/v2/keg.png,0.5,8.0,8.0,4.0,3.5,"Maris Otter, Torrified Wheat, Carapils, Flaked Oats Magnum, Raspberry Juice Wyeast 1056 - American Ale™","Walnut and goat's cheese salad with pomegranate dressing, Cranachan pudding, Panna cotta",John Jenkman,"Maris Otter, Torrified Wheat, Carapils, Flaked Oats","Magnum, Raspberry Juice",Wyeast 1056 - American Ale™
300,Indie Pale Ale,True Independent Craft.,2018,"A non-dry-hopped pale ale, using new hopping technqiues and in- depth fermentation know-how.",,4.2,30.0,16.6,8.0,4.6,"Pale Ale, Wheat, Caramalt, Munich Simcoe, Cascade, Simcoe, Mosaic Wyeast 1056 - American Ale™","Tempura seafood, Ham and cheese toastie, Lemon custard tart",John Jenkman,"Pale Ale, Wheat, Caramalt, Munich","Simcoe, Cascade, Simcoe, Mosaic",Wyeast 1056 - American Ale™
301,Small Batch: Dry-hopped Pilsner,Dry-hopped lager.,2018,"A BrewDog bar exclusive draft lager, brewed with Weihenstephan's lager yeast, and dry-hopped with the contemporary German variety Saphir; this lager has been lightly centrifuged and packaged at just under 28 days in tank.",https://images.punkapi.com/v2/keg.png,4.7,37.0,5.0,3.0,4.4,"Pilsner, Carapils Magnum, Spalter, Spalter, Saphire, Saphire Saflager W-34/70","Grilled salmon tacos, Chicken and pesto pasta, Ham and mustard crisps",John Jenkman,"Pilsner, Carapils","Magnum, Spalter, Spalter, Saphire, Saphire",Saflager W-34/70
302,Hazy Jane Bourbon Barrel Aged,Bourbon Barrel Vermont IPA.,2018,"A draft-only BrewDog bar exclusive; we have experimented with ageing our Vermount IPA for a short time in bourbon and rye barrels, both known for imparting flavour quickly compared to other types of barrel.",https://images.punkapi.com/v2/keg.png,7.2,30.0,15.0,8.0,4.2,"Pale Ale, Maris Otter, Wheat, Flaked Oats Chinook, Chinook, Amarillo, Simcoe, Citra, Simcoe, Amarillo, Mosaic, American Oak Wood- chip medium toast, Ageing soaked in Bourbon Wyeast 1056 - American Ale™","Coconut vanilla prawns, Italian style goat's cheese pizza, Vanilla panna cotta with pomegranate",John Jenkman,"Pale Ale, Maris Otter, Wheat, Flaked Oats","Chinook, Chinook, Amarillo, Simcoe, Citra, Simcoe, Amarillo, Mosaic, American Oak Wood- chip medium toast, Ageing soaked in Bourbon",Wyeast 1056 - American Ale™
303,Hazy Jane Rye Barrel Aged,Bourbon Barrel Vermont IPA.,2018,"A draft-only BrewDog bar exclusive; we have experimented with ageing our Vermount IPA for a short time in bourbon and rye barrels, both known for imparting flavour quickly compared to other types of barrel.",https://images.punkapi.com/v2/keg.png,7.2,30.0,15.0,8.0,4.2,"Pale Ale, Maris Otter, Wheat, Flaked Oats Chinook, Chinook, Amarillo, Simcoe, Citra, Simcoe, Amarillo, Mosaic, American Oak Wood- chip medium toast, Ageing soaked in Rye Whisky Wyeast 1056 - American Ale™","Chickpea curry, Pork fajitas (with the works!), Orange and carrot cake with orange cream cheese icing",John Jenkman,"Pale Ale, Maris Otter, Wheat, Flaked Oats","Chinook, Chinook, Amarillo, Simcoe, Citra, Simcoe, Amarillo, Mosaic, American Oak Wood- chip medium toast, Ageing soaked in Rye Whisky",Wyeast 1056 - American Ale™
304,Karma Cloud,Tropical IPA.,2018,"A draft-only exclusive beer for International markets as part of
the DogDealers programme. Karma Cloud is a tropical IPA, designed to cram as much fruit flavour in as possible using only hops to recreate those flavours.",https://images.punkapi.com/v2/keg.png,6.5,50.0,35.0,18.0,4.4,"Pale Ale, Caramalt Magnum, Centennial, Simcoe, Citra, Centennial, Simcoe, Citra Wyeast 1056 - American Ale™","Roasted pork loin with tropical fruit, Nachos, Cheddar cheese board",John Jenkman,"Pale Ale, Caramalt","Magnum, Centennial, Simcoe, Citra, Centennial, Simcoe, Citra",Wyeast 1056 - American Ale™
305,Native Son,West Coast IPA.,2018,"A big, dank, double IPA, sitting in the 8-9% ABV bracket, in our Amplified range - filling a gap that has been sitting empty since Hardcore IPA departed. A new beer developed by our Head of Production Jason Pond; the first brew he came up with since joining became an instant hit.",,8.5,70.0,18.0,9.0,4.6,"Pale Ale, Dextrose, Medium Crystal Simcoe, Columbus, Chinook, Centennial, Simcoe, Citra, Mosaic, Centennial, Simcoe Wyeast 1272 - American Ale II™","Gazpacho soup, Watercress rochfort and walnut salad, Thai red curry",John Jenkman,"Pale Ale, Dextrose, Medium Crystal","Simcoe, Columbus, Chinook, Centennial, Simcoe, Citra, Mosaic, Centennial, Simcoe",Wyeast 1272 - American Ale II™
306,AB:25,Bourbon Barrel-Aged Barley Wine.,2018,"A super-smooth, full-bodied chewy- as-hell barley wine. Our latest concept brew spent 6 months drawing flavour from bourbon barrels.",,13.3,35.0,90.0,46.0,4.2,"Pale Ale, Caramalt, Flaked Oats, Wheat, Double Roasted Crystal, Extra Dark Crystal Magnum, Fuggles Wyeast 1272 - American Ale II™","Coarse pork pate with fresh crusty bread, Pecan pie, Beef burger topped with red onions and wasabi",John Jenkman,"Pale Ale, Caramalt, Flaked Oats, Wheat, Double Roasted Crystal, Extra Dark Crystal","Magnum, Fuggles",Wyeast 1272 - American Ale II™
307,Kamikaze Knitting Club,Maple Stout,2018,"Our first 2018 Wildcard brew, Kamikaze Knitting Club is a one-off brew. A maple stout, Kamikaze combines dark malts with a classic Canadian export, adding to the warming malty and smokey character.",,7.5,30.0,130.0,66.0,4.6,"Pilsner, Caramalt, Extra Dark Crystal, Carafa Special Malt Type 3, Chocolate Wheat Magnum, Sorachi Ace, Sorachi Ace, Maple Syrup, Maple Syrup Wyeast 1056 - American Ale™","Maple jerky, Sweet glazed ribs, Pancakes with smokey bacon",John Jenkman,"Pilsner, Caramalt, Extra Dark Crystal, Carafa Special Malt Type 3, Chocolate Wheat","Magnum, Sorachi Ace, Sorachi Ace, Maple Syrup, Maple Syrup",Wyeast 1056 - American Ale™
308,Very Big Moose,Chocolate Imperial Stout.,2018,"BrewDog vs Fierce Beer. A rebrew of the Fierce Beer & Flagship bar Collabfest 2017 winning beer, Very Big Moose is being scaled up to our Ellon brewhouse.",,12.0,25.0,100.0,50.0,4.4,"Pale Ale, Weyermann Special III, Flaked Oats Chinook, Cocoa Nibs, Sodium Chloride, Cinnamon Powder Wyeast 1056 - American Ale™","Rich vanilla ice cream. Neat (or make a float), Roast venison with a chocolate sauce, The biggest darkest chocolate cake you can find",John Jenkman,"Pale Ale, Weyermann Special III, Flaked Oats","Chinook, Cocoa Nibs, Sodium Chloride, Cinnamon Powder",Wyeast 1056 - American Ale™
309,Paradox Islay 2018,Whisky Cask Aged Imperial Stout.,2018,"Our longest running beer series, Paradox sees us ageing an Imperial Stout in different types of cask. This one showcases grain whisky.",,13.5,100.0,300.0,152.0,4.4,"Extra Pale, Flaked Oats, Caramalt, Dark Crystal, Munich, Carafa Special Malt Type 3, Carafa Special Malt Type 1 Columbus, Columbus, Saaz, First Gold Wyeast 1272 - American Ale II™","PB&J sandwich, Roast beef with a herb and malt crust, Seriously sharp hard Cheddar",John Jenkman,"Extra Pale, Flaked Oats, Caramalt, Dark Crystal, Munich, Carafa Special Malt Type 3, Carafa Special Malt Type 1","Columbus, Columbus, Saaz, First Gold",Wyeast 1272 - American Ale II™
310,Clockwork Tangerine,Citrus IPA.,2018,"Winner of the 2017 Prototype Challenge, ClockWork Tangerine is a session strength IPA, infused with tangerine, and appears as our new Q2 Seasonal, replacing Hop Fiction.",,4.5,37.0,20.0,10.0,4.2,"Pale Ale, Caramalt, Medium Crystal Simcoe, Citra, Simcoe, Citra, Ahtanum, Chinook, Chinook, Simcoe, Citra, Mosaic, Tangerine Extract, Simcoe, Citra, Mosaic, Chinook, Ahtanum, Cascade, Amarillo Wyeast 1056 - American Ale™","Lamb and mint tagine, Light and fluffy tangerine sponge cake, Fresh green salad with avocados and pomegranate seeds",John Jenkman,"Pale Ale, Caramalt, Medium Crystal","Simcoe, Citra, Simcoe, Citra, Ahtanum, Chinook, Chinook, Simcoe, Citra, Mosaic, Tangerine Extract, Simcoe, Citra, Mosaic, Chinook, Ahtanum, Cascade, Amarillo",Wyeast 1056 - American Ale™
311,Sonic Boom,New German Hop IPA.,2018,"Welcome aboard our experimental range of tuned IPAs. Buckle up for an explosive sensory bombardment. Tropical fruit and resinous pine are primed. The first wave of pineapple, melon and mango quickly accelerate into a afterburner of candied citrus fruit and sweet caramel. Sonic Boom - IPA turning at the speed of sound.",,6.5,60.0,11.0,6.0,4.6,"Pale Ale, Wheat, Carapils Columbus, Cascade, Centennial, German Cascade, Ariana, Huell Melon, German Comet Wyeast 1056 - American Ale™","Spicy Thai peanut satay, Pizza with chili flakes, Lemon tart",John Jenkman,"Pale Ale, Wheat, Carapils","Columbus, Cascade, Centennial, German Cascade, Ariana, Huell Melon, German Comet",Wyeast 1056 - American Ale™
312,Dog G,11th Anniversary Imperial Stout.,2018,"Dog G is a benchmark in liquid form; our 11th anniversary beer. A 17% imperial stout brewed with a compelling mix of dark malts, chillies, cacao and coffee - to make it a true milestone we then decided to age Dog G in rye whiskey barrels.",,17.0,100.0,500.0,254.0,4.4,"Pale Ale, Brown, Rye, Dark Crystal, Flaked Oats, Wheat, Carafa Special Malt Type 1, Carafa Special Malt Type 3 Chinook, Sorachi Ace, Ginger Powder, Cold infused coffee, Honey, Habanero, Lemon drop chili Wyeast 1272 - American Ale II™","Ginger and chocolate biscuits, Spicy chorizo and prawn Jambalaya, Jamaican Curry Goat",John Jenkman,"Pale Ale, Brown, Rye, Dark Crystal, Flaked Oats, Wheat, Carafa Special Malt Type 1, Carafa Special Malt Type 3","Chinook, Sorachi Ace, Ginger Powder, Cold infused coffee, Honey, Habanero, Lemon drop chili",Wyeast 1272 - American Ale II™
313,Mallow Mafia,Russian Imperial Stout.,2018,"BrewDog vs Amundsen. One of a series of collaborations with European craft breweries, aimed at promoting engagement and market growth. With Norwegian craft brewers Amundsen, we are creating a mash-up of two existing beers, resulting in a coffee, chocolate and marshmallow Russian Imperial Stout.",,12.0,75.0,390.0,198.0,4.4,"Pilsner, Chocolate, Munich, Wheat, Brown, Black Malt, Extra Dark Crystal, Flaked Oats, Oat Husks Cascade, Cascade, Demerara Sugar, Marshmallows, Ground Coffee, Cocoa Nibs Wyeast 1056 - American Ale™","Affogato with ice cream, Chocolate cake",John Jenkman,"Pilsner, Chocolate, Munich, Wheat, Brown, Black Malt, Extra Dark Crystal, Flaked Oats, Oat Husks","Cascade, Cascade, Demerara Sugar, Marshmallows, Ground Coffee, Cocoa Nibs",Wyeast 1056 - American Ale™
314,Manic Mango,Mango IPA.,2018,"BrewDog v Brewski. One of a series of collaborations with European craft breweries, aimed at promoting engagement and market growth. Our Swedish collaboration with Brewski is a mango IPA.",,6.0,20.0,12.0,6.0,4.4,"Pale Ale, Uncrushed Wheat, Flaked Oats Magnum, Citra, Amarillo, Nelson Sauvin, Citra, Idaho 7, Nelson Sauvin, Citra, Mango Puree Wyeast 1056 - American Ale™","Green Thai curry, Salmon with mango salsa, Pho soup with light rice noodles",John Jenkman,"Pale Ale, Uncrushed Wheat, Flaked Oats","Magnum, Citra, Amarillo, Nelson Sauvin, Citra, Idaho 7, Nelson Sauvin, Citra, Mango Puree",Wyeast 1056 - American Ale™
315,Baltic Fleet,Baltic Porter.,2018,"BrewDog vs Bevog. One of a series of collaborations with European craft breweries, aimed at promoting engagement and market growth. Our Austrian collaboration is with Bevog, and incorporates plum into a Baltic porter.",,7.2,45.0,120.0,61.0,4.2,"Pale Ale, Munich Type 1 Light, Double Roasted Crystal, Chocolate Wheat, Medium Crystal, Carafa Special Malt Type 3 Magnum, Amarillo, Saphire, Plum Concentrate Wyeast 2126 - Bohemian Lager™","Chilli covered burgers, Roasted garlic Camembert, Chocolate and walnut brownies",John Jenkman,"Pale Ale, Munich Type 1 Light, Double Roasted Crystal, Chocolate Wheat, Medium Crystal, Carafa Special Malt Type 3","Magnum, Amarillo, Saphire, Plum Concentrate",Wyeast 2126 - Bohemian Lager™
316,SOS! (May Day!),Dry-Hopped Maibock.,2018,"BrewDog vs Brlo. One of a series of collaborations with European craft breweries, aimed at promoting engagement and market growth. Our German collaboration is with BRLO, and the beer is a dry- hopped Maibock; a new world take on a strong pale lager.",,6.4,34.0,21.0,11.0,4.2,"Pilsner, Munich Type 1 Light, Carapils, Acidulated Malt Magnum, Hallertauer Mittelfrüh, Hallertauer Mittelfrüh, Hallertauer Mittelfrüh, Mandarina Bavaria, Motueka, Hallertauer Mittelfrüh, Mandarina Bavaria, Motueka Wyeast 2126 - Bohemian Lager™","Honey ham sandwich Gruyère cheese, Steamed mussels, Carrot cake",John Jenkman,"Pilsner, Munich Type 1 Light, Carapils, Acidulated Malt","Magnum, Hallertauer Mittelfrüh, Hallertauer Mittelfrüh, Hallertauer Mittelfrüh, Mandarina Bavaria, Motueka, Hallertauer Mittelfrüh, Mandarina Bavaria, Motueka",Wyeast 2126 - Bohemian Lager™
317,Al Adjore!,Barley Wine,2018,"BrewDog vs La Pirata. One of a series of collaborations with European craft breweries, aimed at promoting engagement and market growth. Our collab with Spanish brewes La Pirata features a barley wine, inspired by Muscatel.",,9.0,65.0,35.0,18.0,79.0,"Pale Ale, Caramalt, Light Crystal, Medium Crystal, Sweet Orange Peel Magnum, Mandarina Bavaria, Hallertauer Blanc, French Oak Chips Medium Toast Wyeast 1056 - American Ale™","Stilton and walnut salad, Toffee caramel cheesecake",John Jenkman,"Pale Ale, Caramalt, Light Crystal, Medium Crystal, Sweet Orange Peel","Magnum, Mandarina Bavaria, Hallertauer Blanc, French Oak Chips Medium Toast",Wyeast 1056 - American Ale™
